Code_id,Block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,Stype,AgeL,AgeH,Atype
41716-04,389,Other intranasal procedures on maxillary antrum,Other intranasal proc maxillary antrum,1/7/1998,,,,,,
41716-05,384,Biopsy of maxillary antrum,Biopsy of maxillary antrum,1/7/1998,,,,,,
41716-06,386,Excision of lesion of maxillary antrum,Excision of lesion of maxillary antrum,1/7/1998,,,,,,
41719-00,383,Drainage of maxillary antrum through tooth socket,Drain maxillary antrum thru tooth socket,1/7/1998,,,,,,
41722-00,388,Closure of oro-antral fistula,Closure of oro-antral fistula,1/7/1998,,,,,,
41725-00,697,Interruption of ethmoidal artery,Interruption of ethmoidal artery,1/7/1998,,,,,,
41728-00,377,Lateral rhinotomy with removal of intranasal lesion,"Lateral rhinotomy, R/O intranasal lesion",1/7/1998,,,,,,
41729-00,377,Excision of dermoid cyst of nose with intranasal extension,"Exc dermoid cyst nose, intranasal extens",1/7/1998,,,,,,
41731-00,386,"Ethmoidectomy, frontonasal approach","Ethmoidectomy, frontonasal approach",1/7/1998,,,,,,
41731-01,386,"Ethmoidectomy with sphenoidectomy, frontonasal approach",Ethmoidectmy sphendectmy frntonasal appr,1/7/1998,,,,,,
41734-00,388,Radical ethmoidectomy with osteoplastic flap,"Radical ethmoidectomy, osteoplastic flap",1/7/1998,,,,,,
41737-00,389,Other intranasal procedures on frontal sinus,Other intranasal proc on frontal sinus,1/7/1998,,,,,,
41737-01,389,Other intranasal procedures on ethmoidal sinus,Other intranasal proc on ethmoidal sinus,1/7/1998,,,,,,
41737-02,386,"Ethmoidectomy, unilateral","Ethmoidectomy, unilateral",1/7/1998,,,,,,
41737-03,386,"Ethmoidectomy, bilateral","Ethmoidectomy, bilateral",1/7/1998,,,,,,
41737-04,383,Ethmoidotomy,Ethmoidotomy,1/7/1998,,,,,,
41737-05,385,Intranasal removal of polyp from frontal sinus,"Intranasal R/O polyp from frontal sinus",1/7/1998,,,,,,
41737-06,385,Intranasal removal of polyp from ethmoidal sinus,"Intranasal R/O polyp ethmoidal sinus",1/7/1998,,,,,,
41737-07,384,Biopsy of frontal sinus,Biopsy of frontal sinus,1/7/1998,,,,,,
41737-08,384,Biopsy of ethmoidal sinus,Biopsy of ethmoidal sinus,1/7/1998,,,,,,
41737-09,386,Frontal sinusectomy,Frontal sinusectomy,1/7/1998,,,,,,
41740-00,382,Catheterisation of frontal sinus,Catheterisation of frontal sinus,1/7/1998,,,,,,
41743-00,383,Trephining frontal sinus,Trephining frontal sinus,1/7/1998,,,,,,
41746-00,386,Radical obliteration of frontal sinus,Radical obliteration of frontal sinus,1/7/1998,,,,,,
41749-00,389,External procedure on ethmoidal sinus,External procedure on ethmoidal sinus,1/7/1998,,,,,,
41752-00,389,Other intranasal procedures on sphenoidal sinus,Other intranasal proc sphenoidal sinus,1/7/1998,,,,,,
41752-01,386,Sphenoidectomy,Sphenoidectomy,1/7/1998,,,,,,
41752-02,383,Sphenoidotomy,Sphenoidotomy,1/7/1998,,,,,,
41752-03,385,Intranasal removal of polyp from sphenoidal sinus,"Intranasal R/O polyp, sphenoidal sinus",1/7/1998,,,,,,
41752-04,384,Biopsy of sphenoidal sinus,Biopsy of sphenoidal sinus,1/7/1998,,,,,,
41755-00,308,Catheterisation of eustachian tube,Catheterisation of eustachian tube,1/7/1998,,,,,,
41758-00,418,Division of pharyngeal adhesions,Division of pharyngeal adhesions,1/7/1998,,,,,,
41761-00,375,"Examination of nasal cavity and/or postnasal space with biopsy","Exam nasal cavity &/or postnasal spc, Bx",1/7/1998,,,,,,
41764-00,370,Nasendoscopy,Nasendoscopy,1/7/1998,,,,,,
41764-01,370,Sinoscopy,Sinoscopy,1/7/1998,,,,,,
41764-02,416,Fibreoptic examination of pharynx,Fibreoptic examination of pharynx,1/7/1998,,,,,,
41764-03,520,Fibreoptic laryngoscopy,Fibreoptic laryngoscopy,1/7/1998,,,,,,
41764-04,532,Tracheoscopy through artificial stoma,Tracheoscopy through artificial stoma,1/7/1998,,,,,,
41767-00,421,Excision of lesion of nasopharynx,"E/O lesion nasophrynx",1/7/1998,,,,,,
41767-01,421,Excision of lesion of oropharynx,Excision of lesion of oropharynx,1/7/2019,,,,,,
41770-00,421,Removal of pharyngeal pouch,Removal of pharyngeal pouch,1/7/1998,,,,,,
41770-01,418,Cricopharyngeal myotomy with removal of pharyngeal pouch,"Cricopharyngeal myotomy R/O phrngl pouch",1/7/1998,,,,,,
41773-00,421,Endoscopic resection of pharyngeal pouch,Endoscopic resection pharyngeal pouch,1/7/1998,,,,,,
41776-00,418,Cricopharyngeal myotomy,Cricopharyngeal myotomy,1/7/1998,,,,,,
41776-01,418,Cricopharyngeal myotomy with inversion of pharyngeal pouch,Cricophrngl myotomy invrsn phrngl pouch,1/7/1998,,,,,,
41779-00,418,Pharyngotomy,Pharyngotomy,1/7/1998,,,,,,
41779-01,392,Total excision of tongue,Total excision of tongue,1/7/1998,,,,,,
41779-02,418,Incision and drainage of pharyngeal abscess,Incision & drain of pharyngeal abscess,1/7/2019,,,,,,
41782-00,420,Partial pharyngectomy,Partial pharyngectomy,1/7/1998,,,,,,
41785-00,420,Partial pharyngectomy with partial glossectomy,Partial pharyngectomy w part glossectomy,1/7/1998,,,,,,
41785-01,420,Partial pharyngectomy with total glossectomy,"Partial pharyngectomy, total glossectomy",1/7/1998,,,,,,
41786-00,405,Uvulopalatopharyngoplasty,Uvulopalatopharyngoplasty,1/7/1998,,,,,,
41786-01,405,Uvulopalatopharyngoplasty with tonsillectomy,"Uvulopalatopharyngoplasty, tonsillectomy",1/7/1998,,,,,,
41787-00,404,Uvulectomy with partial palatectomy,Uvulectomy with partial palatectomy,1/7/1998,,,,,,
41787-01,404,Uvulectomy with partial palatectomy and tonsillectomy,"Uvulectomy, prt palatectomy tonsilectmy",1/7/1998,,,,,,
41787-02,407,Revision uvulectomy,Revision uvulectomy,1/7/1998,,,,,,
41789-00,412,Tonsillectomy without adenoidectomy,Tonsillectomy without adenoidectomy,1/7/1998,,,,,,
41789-01,412,Tonsillectomy with adenoidectomy,Tonsillectomy with adenoidectomy,1/7/1998,,,,,,
41797-00,410,Arrest of haemorrhage following tonsillectomy and adenoidectomy,Arrest haemorrhage following T & A,1/7/1998,,,,,,
41801-00,412,Adenoidectomy without tonsillectomy,Adenoidectomy without tonsillectomy,1/7/1998,,,,,,
41804-00,412,Removal of lingual tonsil,Removal of lingual tonsil,1/7/1998,,,,,,
41804-01,421,Removal of lateral pharyngeal bands,Removal of lateral pharyngeal bands,1/7/1998,1/7/2019,,,,,
41807-00,409,Incision and drainage of peritonsillar abscess,Incision & drain peritonsillar abscess,1/7/1998,,,,,,
41810-00,401,Uvulotomy,Uvulotomy,1/7/1998,,,,,,
41810-01,404,Uvulectomy,Uvulectomy,1/7/1998,,,,,,
41813-00,525,Removal of vallecular cyst,Removal of vallecular cyst,1/7/1998,,,,,,
41813-01,421,Removal of pharyngeal cyst,Removal of pharyngeal cyst,1/7/1998,,,,,,
41816-00,850,Rigid oesophagoscopy,Rigid oesophagoscopy,1/7/1998,,,,,,
41819-00,862,Other endoscopic dilation of oesophagus,Other endoscopic dilation of oesophagus,1/7/1998,,,,,,
41822-00,861,Rigid oesophagoscopy with biopsy,Rigid oesophagoscopy with biopsy,1/7/1998,,,,,,
41825-00,852,Rigid oesophagoscopy with removal of foreign body,Rigid oesophagoscopy w removal FB,1/7/1998,,,,,,
41828-00,862,Nonendoscopic dilation of oesophagus,Nonendoscopic dilation of oesophagus,1/7/1998,,,,,,
41831-00,862,Endoscopic pneumatic dilation of oesophagus,Endoscopic pneumatic dilation oesophagus,1/7/1998,,,,,,
41832-00,862,Endoscopic balloon dilation of oesophagus,Endoscopic balloon dilation oesophagus,1/7/1998,,,,,,
41834-00,524,Total laryngectomy,Total laryngectomy,1/7/1998,,,,,,
41837-00,524,Hemilaryngectomy,Hemilaryngectomy,1/7/1998,,,,,,
41840-00,524,Supraglottic laryngectomy,Supraglottic laryngectomy,1/7/1998,,,,,,
41843-00,524,Laryngopharyngectomy,Laryngopharyngectomy,1/7/1998,,,,,,
41843-01,528,Primary restoration of alimentary continuity following laryngopharyngectomy,Restor alimentary foll laryngophryngecty,1/7/1998,,,,,,
41846-00,520,Laryngoscopy without general anaesthesia,Laryngoscopy wo general anaesthesia,1/7/1998,1/7/2002,,,,,
41849-00,520,Laryngoscopy,Laryngoscopy,1/7/1998,,,,,,
41852-00,523,Laryngoscopy with removal of lesion,Laryngoscopy with removal of lesion,1/7/1998,,,,,,
41855-00,520,Microlaryngoscopy,Microlaryngoscopy,1/7/1998,,,,,,
41858-00,523,Microlaryngoscopy with removal of papillomata,"Microlaryngoscopy w R/O papillomata",1/7/1998,1/7/2002,,,,,
41861-00,523,Microlaryngoscopy with removal of lesion by laser,"Microlaryngoscopy R/O lesion by laser",1/7/1998,,,,,,
41864-00,523,Microlaryngoscopy with removal of lesion,"Microlaryngoscopy w R/O lesion",1/7/1998,,,,,,
41867-00,523,Microlaryngoscopy with arytenoidectomy,Microlaryngoscopy with arytenoidectomy,1/7/1998,,,,,,
41867-01,530,Re-operation arytenoidectomy,Re-operation arytenoidectomy,1/7/1998,,,,,,
41868-00,522,Division of laryngeal web using microlaryngoscopic techniques,Div laryngeal web microlaryngoscpc tech,1/7/1998,,,,,,
41869-00,521,Administration of botulinum toxin into vocal cord,Admin botulinum toxin into vocal cord,1/7/1998,1/7/2006,,,,,
41870-00,521,Administration of other substance into vocal cord,Admin oth substance into vocal cord,1/7/1998,1/7/2017,,,,,
41870-01,521,Administration of agent into larynx or vocal cord,Admin of agent into larynx or vocal cord,1/7/2017,,,,,,
41873-00,528,Repair of laryngeal fracture,Repair of laryngeal fracture,1/7/1998,,,,,,
41876-00,527,Laryngofissure,Laryngofissure,1/7/1998,,,,,,
41876-01,527,Laryngofissure with vocal cordectomy,Laryngofissure with vocal cordectomy,1/7/1998,,,,,,
41876-02,526,Laryngoplasty,Laryngoplasty,1/7/1998,,,,,,
41879-00,526,Laryngoplasty with tracheostomy,Laryngoplasty with tracheostomy,1/7/1998,1/7/2002,,,,,
41879-01,539,Suture of laceration of trachea,Suture of laceration of trachea,1/7/1998,,,,,,
41879-02,539,Closure of external fistula of trachea,Closure of external fistula of trachea,1/7/1998,,,,,,
41879-03,539,Closure of other fistula of trachea,Closure of other fistula of trachea,1/7/1998,,,,,,
41879-04,539,"Repair of trachea, cervical approach","Repair of trachea, cervical approach",1/7/1998,,,,,,
41879-05,539,"Repair of trachea, cervical approach, with tracheostomy",Repair trachea cerv appr w tracheostomy,1/7/1998,1/7/2002,,,,,
41879-06,540,Reconstruction of trachea and construction of artificial larynx,Recon trachea & recon artificial larynx,1/7/1998,,,,,,
41880-00,536,Percutaneous tracheostomy,Percutaneous tracheostomy,1/7/2000,,,,,,
41881-00,536,"Open tracheostomy, temporary","Open tracheostomy, temporary",1/7/2008,,,,,,
41881-01,536,"Open tracheostomy, permanent","Open tracheostomy, permanent",1/7/2008,,,,,,
41881-02,541,Revision of tracheostomy,Revision of tracheostomy,1/7/2008,,,,,,
41883-00,536,"Open tracheostomy, temporary","Open tracheostomy, temporary",1/7/1998,1/7/2008,,,,,
41883-01,536,"Open tracheostomy, permanent","Open tracheostomy, permanent",1/7/1998,1/7/2008,,,,,
41883-02,541,Revision of tracheostomy,Revision of tracheostomy,1/7/1998,1/7/2008,,,,,
41884-00,535,Cricothyrostomy,Cricothyrostomy,1/7/1998,,,,,,
41885-00,540,Tracheo-oesophageal fistulisation,Tracheo-oesophageal fistulisation,1/7/2000,,,,,,
41886-00,534,Removal of foreign body from trachea,Removal of foreign body from trachea,1/7/1998,,,,,,
41886-01,521,Removal of laryngeal stent,Removal of laryngeal stent,1/7/1998,,,,,,
41886-02,533,Removal of tracheal stent,Removal of tracheal stent,1/7/1998,,,,,,
41889-00,543,Rigid bronchoscopy,Rigid bronchoscopy,1/7/1998,1/7/2015,,,,,
41889-01,543,Bronchoscopy through artificial stoma,Bronchoscopy through artificial stoma,1/7/1998,,,,,,
41889-05,543,Bronchoscopy,Bronchoscopy,1/7/2015,,,,,,
41892-00,544,Rigid bronchoscopy with biopsy,Rigid bronchoscopy with biopsy,1/7/1998,1/7/2015,,,,,
41892-01,545,Bronchoscopy with excision of lesion,Bronchoscopy with excision of lesion,1/7/1998,1/7/2015,,,,,
41895-00,544,Rigid bronchoscopy with removal of foreign body,"Rigid bronchsc w R/O foreign body",1/7/1998,1/7/2015,,,,,
41895-01,546,Removal of endobronchial stent,Removal of endobronchial stent,1/7/2002,1/7/2015,,,,,
41895-02,544,Endoscopic removal of foreign body from bronchus,Endoscopic removal of FB from bronchus,1/7/2015,,,,,,
41898-00,543,Fibreoptic bronchoscopy,Fibreoptic bronchoscopy,1/7/1998,1/7/2015,,,,,
41898-01,544,Fibreoptic bronchoscopy with biopsy,Fibreoptic bronchoscopy with biopsy,1/7/1998,1/7/2015,,,,,
41898-02,544,Endoscopic broncho-alveolar lavage [BAL],Endoscopic broncho-alveolar lavage,1/7/2013,,,,,,
41898-03,544,Fibreoptic bronchoscopy with removal of foreign body,"Fibreoptic bronchsc w R/O FB",1/7/2013,1/7/2015,,,,,
41898-04,544,Endoscopic [needle] biopsy of bronchus,Endoscopic needle biopsy of bronchus,1/7/2015,,,,,,
41901-00,545,Endoscopic resection of lesion of bronchus by laser,Endoscopic laser resec lesion bronchus,1/7/1998,1/7/2015,,,,,
41904-00,546,Bronchoscopy with dilation,Bronchoscopy with dilation,1/7/1998,,,,,,
41905-00,533,Insertion of tracheal stent,Insertion of tracheal stent,1/7/1998,,,,,,
41905-01,533,Replacement of tracheal stent,Replacement of tracheal stent,1/7/1998,,,,,,
41905-02,521,Insertion of laryngeal stent,Insertion of laryngeal stent,1/7/1998,,,,,,
41905-03,521,Replacement of laryngeal stent,Replacement of laryngeal stent,1/7/1998,,,,,,
41905-04,546,Insertion of endobronchial stent,Insertion of endobronchial stent,1/7/2002,1/7/2015,,,,,
41905-05,546,Replacement of endobronchial stent,Replacement of endobronchial stent,1/7/2002,1/7/2015,,,,,
41905-06,546,Endoscopic insertion of bronchial device,Endoscopic insertion of bronchial device,1/7/2015,,,,,,
41905-07,546,Endoscopic replacement of bronchial device,Endoscopic replacement bronchial device,1/7/2015,,,,,,
41905-08,546,Endoscopic removal of bronchial device,Endoscopic removal of bronchial device,1/7/2015,,,,,,
41907-00,371,Insertion of nasal septal button,Insertion of nasal septal button,1/7/1998,,,,,,
41910-00,398,Transposition of duct of major salivary gland,Transposition duct major salivary gland,1/7/1998,,,,,,
42503-00,160,Ophthalmological examination,Ophthalmological examination,1/7/1998,,,,,,
42506-00,161,Enucleation of eyeball without implant,Enucleation of eyeball without implant,1/7/1998,,,,,,
42506-01,161,Enucleation of eyeball with sphere implant,Enucleation of eyeball w sphere implant,1/7/1998,1/7/2017,,,,,
42509-00,161,Enucleation of eyeball with insertion of implant,Enucleation eyeball w ins of implant,1/7/1998,,,,,,
42510-00,161,Enucleation of eyeball with hydroxy apatite (coralline) implant,Enucleation eyeball w apatite implant,1/7/1998,1/7/2017,,,,,
42512-00,161,Evisceration of eyeball without implant,Evisceration of eyeball without implant,1/7/1998,,,,,,
42515-00,161,Evisceration of eyeball with insertion of implant,Evisceration of eyeball w ins implant,1/7/1998,,,,,,
42518-00,164,Insertion of cartilaginous orbital implant to anophthalmic orbit,Insertion cartilaginous orbital implant,1/7/1998,1/7/2017,,,,,
42518-01,164,Insertion of implant to anophthalmic orbit,Ins implant to anophthalmic orbit,1/7/1998,,,,,,
42518-02,164,Placement of motility integrating peg into existing orbital implant,Plcmt motility integ peg into orbit impl,1/7/1998,1/7/2017,,,,,
42518-03,164,Removal of orbital implant,Removal of orbital implant,1/7/1998,1/7/2010,,,,,
42518-04,164,Removal of implant from anophthalmic orbit,Removal implant from anophthalmic orbit,1/7/2010,,,,,,
42521-00,164,Insertion of wired in conformer to anophthalmic socket,Ins wired in conformer t anopthmc socket,1/7/1998,1/7/2017,,,,,
42521-01,164,Insertion of implant to anophthalmic socket,Ins implant to anophthalmic socket,1/7/1998,,,,,,
42521-02,164,Repair of anophthalmic socket with dermofat graft,Repair anopthmc socket w dermofat graft,1/7/1998,1/7/2017,,,,,
42524-00,164,"Skin graft to anophthalmic orbit, secondary procedure","Skin graft to anopthmc orbit, sec proc",1/7/1998,1/7/2017,,,,,
42527-00,164,Revision of anophthalmic socket or orbit,Revision of anophthalmic socket or orbit,1/7/1998,,,,,,
42530-00,227,Exploratory orbitotomy requiring removal and replacement of bone,"Expl orbitotomy req R/O & replace bone",1/7/1998,,,,,,
42530-01,227,"Exploratory orbitotomy with biopsy, requiring removal and replacement of bone","Expl orbitotomy w Bx, R/O & replace bone",1/7/1998,1/7/2019,,,,,
42530-02,228,Repair of wound of orbit,Repair of wound of orbit,1/7/1998,1/7/2019,,,,,
42533-00,222,Exploratory orbitotomy,Exploratory orbitotomy,1/7/1998,,,,,,
42533-01,224,Exploratory orbitotomy with biopsy,Exploratory orbitotomy with biopsy,1/7/1998,,,,,,
42536-00,225,Exenteration of orbit,Exenteration of orbit,1/7/1998,,,,,,
42536-01,225,Exenteration of orbit with skin graft,Exenteration of orbit with skin graft,1/7/1998,1/7/2019,,,,,
42536-02,225,Exenteration of orbit with temporalis muscle transplant,Exent orbit w temporalis musc transplant,1/7/1998,1/7/2019,,,,,
42536-03,225,Exenteration of orbit with skin graft and temporalis muscle transplant,Exent orbit w skin graft & musc trnsplnt,1/7/1998,1/7/2019,,,,,
42536-04,225,Exenteration of orbit with removal of adjacent structures,"Exent orbit w R/O adjacent structures",1/7/1998,,,,,,
42536-05,225,Exenteration of orbit with therapeutic removal of orbital bone,"Exent orbit with thrpc R/O orbital bone",1/7/1998,1/7/2019,,,,,
42539-00,227,"Exploratory orbitotomy with excision of lesion, requiring removal and replacement of bone","Orbitomy w exc lesion R/O & replace bone",1/7/1998,,,,,,
42539-01,227,"Exploratory orbitotomy with removal of foreign body, requiring removal and replacement of bone","Expl orbitomy w R/O FB R/O & replace bne",1/7/1998,1/7/2019,,,,,
42542-00,224,Exploratory orbitotomy with excision of lesion,Expl orbitomy w exc lsn,1/7/1998,,,,,,
42542-01,224,Exploratory orbitotomy with removal of foreign body,"Expl orbitomy w R/O FB",1/7/1998,,,,,,
42543-00,224,"Exploratory orbitotomy, retrobulbar aspect, with excision of lesion",Expl orbitomy retrobulbar aspt w exc lsn,1/7/2000,1/7/2019,,,,,
42543-01,224,"Exploratory orbitotomy, retrobulbar aspect, with removal of foreign body","Expl orbitomy retrobulbar aspt w R/O FB",1/7/2000,1/7/2019,,,,,
42545-00,227,Decompression orbitotomy by fenestration of >= 2 walls,Decomp orbitotomy by fenest >= 2 walls,1/7/1998,,,,,,
42545-01,224,Decompression orbitotomy by removal of intraorbital fat,"Decomp orbitomy by R/O intraorbital fat",1/7/2000,,,,,,
42548-00,69,Incision of optic nerve meninges,Incision of optic nerve meninges,1/7/1998,,,,,,
42551-00,162,Repair of perforating wound of eyeball with suture of corneal laceration,Rep perf eyeball wound w sut cornea lacr,1/7/1998,,,,,,
42551-01,162,Repair of perforating wound of eyeball with suture of scleral laceration,Rep perf eyeball wound w sut sclera lacr,1/7/1998,,,,,,
42551-02,162,Repair of perforating wound of eyeball with suture of corneal and scleral lacerations,Rep perf eyebal wnd sut cornea & sclera,1/7/1998,,,,,,
42554-00,162,Repair of perforating wound of eyeball involving uveal tissue,Rep perf eyeball wound inv uveal tissue,1/7/1998,,,,,,
42557-00,162,Repair of perforating wound of eyeball involving lens or vitreous,"Rep perf eyeball wound inv lens/vitreous",1/7/1998,,,,,,
42560-00,185,Magnetic removal of intraocular foreign body from anterior segment,"Magnetic R/O intra-ocular FB ant segment",1/7/1998,1/7/2017,,,,,
42563-00,187,Removal of intraocular foreign body from anterior segment,"R/O intraocul FB ant segment",1/7/1998,,,,,,
42566-00,209,Magnetic removal of intraocular foreign body from posterior segment,"Magnetic R/O intraocular FB post segment",1/7/1998,1/7/2017,,,,,
42569-00,210,Removal of intraocular foreign body from posterior segment,"R/O intraocular FB posterior segment",1/7/1998,,,,,,
42572-00,223,Drainage of orbital abscess or cyst,Drainage of orbital abscess or cyst,1/7/1998,,,,,,
42572-01,223,Drainage of orbital cyst,Drainage of orbital cyst,1/7/1998,1/7/2019,,,,,
42573-00,226,Excision of periorbital dermoid,Exc periorbit dermoid,1/7/1998,,,,,,
42574-00,226,Excision of orbital dermoid,Exc orbital dermoid,1/7/1998,,,,,,
42575-00,233,Excision of cyst of tarsal plate,Excision of cyst of tarsal plate,1/7/1998,,,,,,
42578-00,233,Excision of cartilage of tarsal plate,Excision of cartilage of tarsal plate,1/7/1998,1/7/2010,,,,,
42581-00,239,Cauterisation of ectropion,Cauterisation of ectropion,1/7/1998,,,,,,
42581-01,239,Cauterisation of entropion,Cauterisation of entropion,1/7/1998,,,,,,
42584-00,236,Tarsorrhaphy,Tarsorrhaphy,1/7/1998,,,,,,
42587-00,238,"Correction of trichiasis by cryotherapy, 1 eye",Correction trichiasis by cryothrpy 1 eye,1/7/1998,1/7/2019,,,,,
42587-01,238,"Correction of trichiasis by cryotherapy, both eyes","Correction trichiasis by cryothrpy, eyes",1/7/1998,1/7/2019,,,,,
42587-02,238,"Correction of trichiasis by laser, 1 eye","Correction of trichiasis by laser, 1 eye",1/7/1998,1/7/2019,,,,,
42587-03,238,"Correction of trichiasis by laser, both eyes","Correction trichiasis by laser, 2 eyes",1/7/1998,1/7/2019,,,,,
42587-04,238,"Correction of trichiasis by electrolysis, 1 eye",Correction trichiasis electrolysis 1 eye,1/7/1998,1/7/2019,,,,,
42587-05,238,"Correction of trichiasis by electrolysis, both eyes","Correction trichiasis electrolysis, eyes",1/7/1998,1/7/2019,,,,,
42590-00,235,Lateral canthoplasty,Lateral canthoplasty,1/7/1998,,,,,,
42590-01,235,Medial canthoplasty,Medial canthoplasty,1/7/1998,,,,,,
42593-00,246,Excision of lacrimal gland,Excision of lacrimal gland,1/7/1998,,,,,,
42593-01,244,Incision of lacrimal gland,Incision of lacrimal gland,1/7/1998,1/7/2019,,,,,
42596-00,244,Incision of lacrimal sac,Incision of lacrimal sac,1/7/1998,1/7/2019,,,,,
42596-01,246,Excision of lacrimal sac,Excision of lacrimal sac,1/7/1998,,,,,,
42596-03,244,Other incision of lacrimal passages,Other incision of lacrimal passages,1/7/1998,,,,,,
42599-00,249,Closed procedure for establishment of patency lacrimal canalicular system,Clsd proc est patency lacm canalr,1/7/1998,,,,,,
42599-01,249,"Closed procedure for establishment of patency lacrimal canalicular system, both eyes",Clsd proc est patency lacm canalr eyes,1/7/1998,1/7/2019,,,,,
42602-00,249,Open procedure for establishment of patency lacrimal canalicular system,Opn proc est patency lacm canalr,1/7/1998,,,,,,
42602-01,249,"Open procedure for establishment of patency lacrimal canalicular system, both eyes","Opn proc est patency lacm canalr, eyes",1/7/1998,1/7/2019,,,,,
42605-00,247,Repair of lacrimal canaliculus,Repair of lacrimal canaliculus,1/7/1998,,,,,,
42605-01,246,Excision of lacrimal passages,Excision of lacrimal passages,1/7/1998,,,,,,
42608-00,242,"Insertion of other nasolacrimal tube/stent into lacrimal/conjunctival sac for drainage","Ins oth nasolacrm tube lacm/conjnct sac",1/7/1998,,,,,,
42608-01,242,"Insertion of glass (Pyrex) nasolacrimal tube/stent into lacrimal/conjunctival sac for drainage","Ins glas nasolacrm tube lacm/conjnct sac",1/7/2002,,,,,,
42610-00,242,"Replacement of nasolacrimal tube under general anaesthesia, unilateral","Replace nasolacrimal tube under GA, unil",1/7/1998,1/7/2002,,,,,
42610-01,241,"Probing of lacrimal passages under general anaesthesia, unilateral","Probing lacrimal passages under GA, unil",1/7/1998,1/7/2002,,,,,
42610-02,242,"Removal of nasolacrimal tube under general anaesthesia, unilateral","Removal nasolacrimal tube under GA, unil",1/7/2000,1/7/2002,,,,,
42611-00,242,"Replacement of nasolacrimal tube under general anaesthesia, bilateral","Replace nasolacrimal tube under GA, bil",1/7/1998,1/7/2002,,,,,
42611-01,241,"Probing of lacrimal passages under general anaesthesia, bilateral","Probing lacrimal passages under GA, bil",1/7/1998,1/7/2002,,,,,
42611-02,242,"Removal of nasolacrimal tube under general anaesthesia, bilateral","Removal nasolacrimal tube under GA, bil",1/7/2000,1/7/2002,,,,,
42614-00,242,Replacement of nasolacrimal tube,Replace nasolacrimal tube,1/7/1998,,,,,,
42614-01,241,"Probing of lacrimal passages, unilateral","Probing lacrimal passages, unilateral",1/7/1998,,,,,,
42614-02,242,Removal of nasolacrimal tube,Removal nasolacrimal tube,1/7/2000,,,,,,
42615-00,242,"Replacement of nasolacrimal tube, bilateral","Replace nasolacrimal tube, bilateral",1/7/1998,1/7/2019,,,,,
42615-01,241,"Probing of lacrimal passages, bilateral","Probing of lacrimal passages, bilateral",1/7/1998,,,,,,
42615-02,242,"Removal of nasolacrimal tube, bilateral","Removal nasolacrimal tube, bilateral",1/7/2000,1/7/2019,,,,,
42617-00,244,Incision of lacrimal punctum,Incision of lacrimal punctum,1/7/1998,,,,,,
42620-00,243,Occlusion of lacrimal punctum by plug,Occlusion of lacrimal punctum by plug,1/7/1998,,,,,,
42621-00,245,Temporary occlusion of lacrimal punctum by cautery,Temp occlusion lacrim punctum by cautery,1/7/1998,1/7/2002,,,,,
42622-00,245,Occlusion of lacrimal punctum by cautery,Occlusion lacm punctum by cautery,1/7/1998,1/7/2019,,,,,
42623-00,247,Dacryocystorhinostomy [DCR],Dacryocystorhinostomy [DCR],1/7/1998,,,,,,
42626-00,248,"Re-operation of dacryocystorhinostomy, second or subsequent procedure","Reop dacryocystorhinostomy second/subsqt",1/7/1998,,,,,,
42629-00,247,Conjunctivodacryocystorhinostomy [CDCR],Conjunctivodacryocystorhinostomy [CDCR],1/7/1998,,,,,,
42632-00,174,Repair of corneal laceration by conjunctival flap,Repair corneal lacr by conjunctival flap,1/7/1998,1/7/2017,,,,,
42632-01,252,Incision of conjunctiva,Incision of conjunctiva,1/7/1998,,,,,,
42632-02,255,Repair of laceration of conjunctiva,Repair of laceration of conjunctiva,1/7/1998,,,,,,
42635-00,174,Repair of corneal perforation by sealing,Repair of corneal perforation by sealing,1/7/1998,,,,,,
42638-00,174,Conjunctival flap over cornea,Conjunctival flap over cornea,1/7/1998,,,,,,
42641-00,255,Mucous membrane graft to conjunctiva,Mucous membrane graft to conjunctiva,1/7/1998,,,,,,
42641-01,255,Autoconjunctival transplant,Autoconjunctival transplant,1/7/1998,,,,,,
42644-00,167,Incision of cornea,Incision of cornea,1/7/1998,1/7/2017,,,,,
42644-01,166,Removal of embedded foreign body from cornea by magnet,Removal embedded FB cornea by magnet,1/7/1998,1/7/2017,,,,,
42644-02,178,Removal of embedded foreign body from sclera,Removal of embedded FB from sclera,1/7/1998,,,,,,
42644-03,252,Removal of embedded foreign body from conjunctiva,Removal embedded FB from conjunctiva,1/7/1998,,,,,,
42644-04,167,Removal of embedded foreign body from cornea,Removal embedded FB from cornea,1/7/1998,,,,,,
42644-05,178,Incision of sclera,Incision of sclera,1/7/1998,,,,,,
42647-00,170,Partial keratectomy,Partial keratectomy,1/7/1998,,,,,,
42650-00,172,Epithelial debridement of cornea,Epithelial debridement of cornea,1/7/1998,,,,,,
42653-00,173,Full thickness transplantation of cornea,Full thickness transplantation of cornea,1/7/1998,,,,,,
42653-01,175,"Reoperation of keratoplasty, second procedure",Reoperation of keratoplasty second proc,1/7/1998,1/7/2006,,,,,
42656-00,175,"Re-operation of keratoplasty, third or subsequent procedure","Reop keratoplasty, third/subsequent proc",1/7/1998,,,,,,
42656-01,175,"Reoperation keratoplasty, second procedure","Reoperation keratoplasty, second proc",1/7/2006,,,,,,
